Date,PnL_Order,PnL_Category,PnL_Line,Entity,BusinessUnit,Prior_Year,Budget,Actual
2025-03-01,6,COGS,Direct Labor,United States,Services,-238512,-254749,-245339
2025-03-01,7,COGS,Cloud & Hosting,United States,Services,-118828,-127374,-128600
2025-03-01,8,COGS,Support Delivery,United States,Services,-90574,-95531,-90240
2025-03-01,9,Operating Expenses,Sales,United States,Services,-176969,-191062,-181105
2025-03-01,10,Operating Expenses,Marketing,United States,Services,-146425,-159218,-157730
2025-03-01,11,Operating Expenses,Research & Development,United States,Services,-221538,-233520,-230381
2025-03-01,12,Operating Expenses,General & Administrative,United States,Services,-129013,-137989,-133201
2025-03-01,13,Operating Expenses,IT & Systems,United States,Services,-67928,-74302,-70565
2025-03-01,14,Operating Expenses,Facilities & Rent,United States,Services,-56715,-63687,-60777
2025-03-01,15,Operating Expenses,Depreciation & Amort.,United States,Services,-52547,-58380,-58129
2025-03-01,16,Other,Interest Income,United States,Services,11985,12737,12850
2025-03-01,17,Other,Interest Expense,United States,Services,-27117,-29721,-30021
2025-03-01,18,Other,FX Gain/(Loss),United States,Services,-14437,-15922,-15316
2025-03-01,19,Other,Other Income/(Expense),United States,Services,-19862,-21229,-21063
2025-03-01,20,Other,Income Tax,United States,Services,-89004,-95531,-90427
2025-03-01,1,Revenue,Product Revenue,United States,Hardware,1035526,1132216,1113644
2025-03-01,2,Revenue,Subscription Revenue,United States,Hardware,808271,849162,812583
2025-03-01,3,Revenue,Service Revenue,United States,Hardware,451090,495345,478546
2025-03-01,4,Revenue,Support & Maintenance,United States,Hardware,237504,254749,247880
2025-03-01,5,COGS,Direct Materials,United States,Hardware,-348753,-367970,-347684
2025-03-01,6,COGS,Direct Labor,United States,Hardware,-316501,-339665,-323428
2025-03-01,7,COGS,Cloud & Hosting,United States,Hardware,-153396,-169832,-162541
2025-03-01,8,COGS,Support Delivery,United States,Hardware,-119530,-127374,-127070
2025-03-01,9,Operating Expenses,Sales,United States,Hardware,-226818,-254749,-259615
2025-03-01,10,Operating Expenses,Marketing,United States,Hardware,-189383,-212291,-210125
2025-03-01,11,Operating Expenses,Research & Development,United States,Hardware,-284120,-311359,-309590
2025-03-01,12,Operating Expenses,General & Administrative,United States,Hardware,-168844,-183985,-180173
2025-03-01,13,Operating Expenses,IT & Systems,United States,Hardware,-90220,-99069,-100332
2025-03-01,14,Operating Expenses,Facilities & Rent,United States,Hardware,-76795,-84916,-82442
2025-03-01,15,Operating Expenses,Depreciation & Amort.,United States,Hardware,-69933,-77840,-74286
2025-03-01,16,Other,Interest Income,United States,Hardware,15552,16983,16986
2025-03-01,17,Other,Interest Expense,United States,Hardware,-35721,-39628,-38757
2025-03-01,18,Other,FX Gain/(Loss),United States,Hardware,19608,21229,20090
2025-03-01,19,Other,Other Income/(Expense),United States,Hardware,26115,28305,28806
2025-03-01,20,Other,Income Tax,United States,Hardware,-117170,-127374,-119891
2025-03-01,1,Revenue,Product Revenue,Nordics,Software,398870,442272,450610
2025-03-01,2,Revenue,Subscription Revenue,Nordics,Software,306483,331704,323461
2025-03-01,3,Revenue,Service Revenue,Nordics,Software,176906,193494,189355
2025-03-01,4,Revenue,Support & Maintenance,Nordics,Software,93241,99511,94797
2025-03-01,5,COGS,Direct Materials,Nordics,Software,-130440,-143738,-138751
2025-03-01,6,COGS,Direct Labor,Nordics,Software,-120802,-132682,-125752
2025-03-01,7,COGS,Cloud & Hosting,Nordics,Software,-58364,-66341,-67539
2025-03-01,8,COGS,Support Delivery,Nordics,Software,-47308,-49756,-49803
2025-03-01,9,Operating Expenses,Sales,Nordics,Software,-91993,-99511,-97005
2025-03-01,10,Operating Expenses,Marketing,Nordics,Software,-78689,-82926,-79089
2025-03-01,11,Operating Expenses,Research & Development,Nordics,Software,-114032,-121625,-116332
2025-03-01,12,Operating Expenses,General & Administrative,Nordics,Software,-66973,-71869,-72623
2025-03-01,13,Operating Expenses,IT & Systems,Nordics,Software,-36392,-38699,-36514
2025-03-01,14,Operating Expenses,Facilities & Rent,Nordics,Software,-31072,-33170,-32108
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Software,-28434,-30406,-29732
2025-03-01,16,Other,Interest Income,Nordics,Software,5926,6634,6549
2025-03-01,17,Other,Interest Expense,Nordics,Software,-14592,-15480,-14799
2025-03-01,18,Other,FX Gain/(Loss),Nordics,Software,-7570,-8293,-8032
2025-03-01,19,Other,Other Income/(Expense),Nordics,Software,-9890,-11057,-10586
2025-03-01,20,Other,Income Tax,Nordics,Software,-44895,-49756,-48090
2025-03-01,1,Revenue,Product Revenue,Nordics,Services,245123,265363,262219
2025-03-01,2,Revenue,Subscription Revenue,Nordics,Services,187989,199022,196018
2025-03-01,3,Revenue,Service Revenue,Nordics,Services,103283,116096,109563
2025-03-01,4,Revenue,Support & Maintenance,Nordics,Services,52531,59707,60108
2025-03-01,5,COGS,Direct Materials,Nordics,Services,-81118,-86243,-85324
2025-03-01,6,COGS,Direct Labor,Nordics,Services,-74511,-79609,-76064
2025-03-01,7,COGS,Cloud & Hosting,Nordics,Services,-36202,-39804,-39518
2025-03-01,8,COGS,Support Delivery,Nordics,Services,-28243,-29853,-29174
2025-03-01,9,Operating Expenses,Sales,Nordics,Services,-52873,-59707,-58155
2025-03-01,10,Operating Expenses,Marketing,Nordics,Services,-47293,-49756,-47270
2025-03-01,11,Operating Expenses,Research & Development,Nordics,Services,-68389,-72975,-68744
2025-03-01,12,Operating Expenses,General & Administrative,Nordics,Services,-38748,-43122,-41108
2025-03-01,13,Operating Expenses,IT & Systems,Nordics,Services,-21162,-23219,-23155
2025-03-01,14,Operating Expenses,Facilities & Rent,Nordics,Services,-17627,-19902,-20270
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Services,-17088,-18244,-18009
2025-03-01,16,Other,Interest Income,Nordics,Services,3740,3980,3997
2025-03-01,17,Other,Interest Expense,Nordics,Services,-8211,-9288,-9243
2025-03-01,18,Other,FX Gain/(Loss),Nordics,Services,-4375,-4976,-5004
2025-03-01,19,Other,Other Income/(Expense),Nordics,Services,6059,6634,6332
2025-03-01,20,Other,Income Tax,Nordics,Services,-28408,-29853,-29845
2025-03-01,1,Revenue,Product Revenue,Nordics,Hardware,335109,353818,343993
2025-03-01,2,Revenue,Subscription Revenue,Nordics,Hardware,241151,265363,252249
2025-03-01,3,Revenue,Service Revenue,Nordics,Hardware,143294,154795,151564
2025-03-01,4,Revenue,Support & Maintenance,Nordics,Hardware,72388,79609,79238
2025-03-01,5,COGS,Direct Materials,Nordics,Hardware,-101732,-114991,-111393
2025-03-01,6,COGS,Direct Labor,Nordics,Hardware,-96010,-106145,-104903
2025-03-01,7,COGS,Cloud & Hosting,Nordics,Hardware,-47041,-53073,-50941
2025-03-01,8,COGS,Support Delivery,Nordics,Hardware,-37871,-39804,-38685
2025-03-01,9,Operating Expenses,Sales,Nordics,Hardware,-72517,-79609,-78554
2025-03-01,10,Operating Expenses,Marketing,Nordics,Hardware,-60000,-66341,-64218
2025-03-01,11,Operating Expenses,Research & Development,Nordics,Hardware,-92122,-97300,-97880
2025-03-01,12,Operating Expenses,General & Administrative,Nordics,Hardware,-51821,-57495,-57423
2025-03-01,13,Operating Expenses,IT & Systems,Nordics,Hardware,-28234,-30959,-29449
2025-03-01,14,Operating Expenses,Facilities & Rent,Nordics,Hardware,-25246,-26536,-25810
2025-03-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Hardware,-21540,-24325,-24266
2025-03-01,16,Other,Interest Income,Nordics,Hardware,4738,5307,5114
2025-03-01,17,Other,Interest Expense,Nordics,Hardware,-11696,-12384,-12458
2025-03-01,18,Other,FX Gain/(Loss),Nordics,Hardware,-6236,-6634,-6284
2025-03-01,19,Other,Other Income/(Expense),Nordics,Hardware,-8156,-8845,-8511
2025-03-01,20,Other,Income Tax,Nordics,Hardware,-35421,-39804,-38303
2025-04-01,1,Revenue,Product Revenue,France,Software,755956,822732,786134
2025-04-01,2,Revenue,Subscription Revenue,France,Software,562813,617049,589984
2025-04-01,3,Revenue,Service Revenue,France,Software,324957,359945,351946
2025-04-01,4,Revenue,Support & Maintenance,France,Software,172063,185115,177588
2025-04-01,5,COGS,Direct Materials,France,Software,-259871,-283287,-273474
2025-04-01,6,COGS,Direct Labor,France,Software,-243123,-261495,-262700
2025-04-01,7,COGS,Cloud & Hosting,France,Software,-122612,-130748,-129916
2025-04-01,8,COGS,Support Delivery,France,Software,-91258,-98061,-99152
2025-04-01,9,Operating Expenses,Sales,France,Software,-182796,-196122,-197837
2025-04-01,10,Operating Expenses,Marketing,France,Software,-149853,-163435,-160796
2025-04-01,11,Operating Expenses,Research & Development,France,Software,-224605,-239704,-236651
2025-04-01,12,Operating Expenses,General & Administrative,France,Software,-127666,-141643,-136025
2025-04-01,13,Operating Expenses,IT & Systems,France,Software,-69976,-76269,-75258
2025-04-01,14,Operating Expenses,Facilities & Rent,France,Software,-59188,-65374,-66456
2025-04-01,15,Operating Expenses,Depreciation & Amort.,France,Software,-56265,-59926,-59299
2025-04-01,16,Other,Interest Income,France,Software,11585,13075,12352
2025-04-01,17,Other,Interest Expense,France,Software,-28468,-30508,-30500
2025-04-01,18,Other,FX Gain/(Loss),France,Software,-14931,-16343,-16069
2025-04-01,19,Other,Other Income/(Expense),France,Software,20618,21791,21527
2025-04-01,20,Other,Income Tax,France,Software,-91223,-98061,-92719
2025-04-01,1,Revenue,Product Revenue,France,Services,454877,493639,475365
2025-04-01,2,Revenue,Subscription Revenue,France,Services,342664,370229,369899
2025-04-01,3,Revenue,Service Revenue,France,Services,196499,215967,211625
2025-04-01,4,Revenue,Support & Maintenance,France,Services,100790,111069,111500
2025-04-01,5,COGS,Direct Materials,France,Services,-151384,-169972,-163219
2025-04-01,6,COGS,Direct Labor,France,Services,-148256,-156897,-151869
2025-04-01,7,COGS,Cloud & Hosting,France,Services,-70460,-78449,-77563
2025-04-01,8,COGS,Support Delivery,France,Services,-55471,-58836,-57863
2025-04-01,9,Operating Expenses,Sales,France,Services,-110807,-117673,-114045
2025-04-01,10,Operating Expenses,Marketing,France,Services,-89124,-98061,-96342
2025-04-01,11,Operating Expenses,Research & Development,France,Services,-135070,-143822,-143707
2025-04-01,12,Operating Expenses,General & Administrative,France,Services,-75188,-84986,-83991
2025-04-01,13,Operating Expenses,IT & Systems,France,Services,-40870,-45762,-43287
2025-04-01,14,Operating Expenses,Facilities & Rent,France,Services,-36224,-39224,-39175
2025-04-01,15,Operating Expenses,Depreciation & Amort.,France,Services,-32484,-35956,-35578
2025-04-01,16,Other,Interest Income,France,Services,7381,7845,7949
2025-04-01,17,Other,Interest Expense,France,Services,-16421,-18305,-18187
2025-04-01,18,Other,FX Gain/(Loss),France,Services,-9173,-9806,-9407
2025-04-01,19,Other,Other Income/(Expense),France,Services,-11941,-13075,-12364
2025-04-01,20,Other,Income Tax,France,Services,-52861,-58836,-59740
2025-04-01,1,Revenue,Product Revenue,France,Hardware,611438,658186,668552
2025-04-01,2,Revenue,Subscription Revenue,France,Hardware,440617,493639,487625
2025-04-01,3,Revenue,Service Revenue,France,Hardware,259156,287956,274394
2025-04-01,4,Revenue,Support & Maintenance,France,Hardware,140684,148092,142082
2025-04-01,5,COGS,Direct Materials,France,Hardware,-200996,-226629,-216726
2025-04-01,6,COGS,Direct Labor,France,Hardware,-195556,-209196,-197450
2025-04-01,7,COGS,Cloud & Hosting,France,Hardware,-96269,-104598,-103198
2025-04-01,8,COGS,Support Delivery,France,Hardware,-69946,-78449,-75362
2025-04-01,9,Operating Expenses,Sales,France,Hardware,-148951,-156897,-148349
2025-04-01,10,Operating Expenses,Marketing,France,Hardware,-115337,-130748,-126026
2025-04-01,11,Operating Expenses,Research & Development,France,Hardware,-176740,-191763,-184438
2025-04-01,12,Operating Expenses,General & Administrative,France,Hardware,-100393,-113315,-110213
2025-04-01,13,Operating Expenses,IT & Systems,France,Hardware,-54433,-61016,-60185
2025-04-01,14,Operating Expenses,Facilities & Rent,France,Hardware,-48907,-52299,-51779
2025-04-01,15,Operating Expenses,Depreciation & Amort.,France,Hardware,-42501,-47941,-47094
2025-04-01,16,Other,Interest Income,France,Hardware,9615,10460,10363
2025-04-01,17,Other,Interest Expense,France,Hardware,-22806,-24406,-23386
2025-04-01,18,Other,FX Gain/(Loss),France,Hardware,12006,13075,13084
2025-04-01,19,Other,Other Income/(Expense),France,Hardware,-15335,-17433,-16600
2025-04-01,20,Other,Income Tax,France,Hardware,-72474,-78449,-78310
2025-04-01,1,Revenue,Product Revenue,Germany,Software,880862,987278,982535
2025-04-01,2,Revenue,Subscription Revenue,Germany,Software,694653,740459,749364
2025-04-01,3,Revenue,Service Revenue,Germany,Software,383028,431934,418801
2025-04-01,4,Revenue,Support & Maintenance,Germany,Software,201966,222138,214931
2025-04-01,5,COGS,Direct Materials,Germany,Software,-316851,-339944,-338063
2025-04-01,6,COGS,Direct Labor,Germany,Software,-298045,-313794,-295365
2025-04-01,7,COGS,Cloud & Hosting,Germany,Software,-142719,-156897,-155260
2025-04-01,8,COGS,Support Delivery,Germany,Software,-108220,-117673,-114666
2025-04-01,9,Operating Expenses,Sales,Germany,Software,-213027,-235346,-224569
2025-04-01,10,Operating Expenses,Marketing,Germany,Software,-178429,-196122,-184648
2025-04-01,11,Operating Expenses,Research & Development,Germany,Software,-259678,-287645,-280210
2025-04-01,12,Operating Expenses,General & Administrative,Germany,Software,-158942,-169972,-161898
2025-04-01,13,Operating Expenses,IT & Systems,Germany,Software,-86416,-91523,-91390
2025-04-01,14,Operating Expenses,Facilities & Rent,Germany,Software,-69761,-78449,-75322
2025-04-01,15,Operating Expenses,Depreciation & Amort.,Germany,Software,-67205,-71911,-70274
2025-04-01,16,Other,Interest Income,Germany,Software,14335,15690,15825
2025-04-01,17,Other,Interest Expense,Germany,Software,-32918,-36609,-35250
2025-04-01,18,Other,FX Gain/(Loss),Germany,Software,17450,19612,18928
2025-04-01,19,Other,Other Income/(Expense),Germany,Software,24180,26150,24951
2025-04-01,20,Other,Income Tax,Germany,Software,-108182,-117673,-119414
2025-04-01,1,Revenue,Product Revenue,Germany,Services,551203,592367,578800
2025-04-01,2,Revenue,Subscription Revenue,Germany,Services,391886,444275,421417
2025-04-01,3,Revenue,Service Revenue,Germany,Services,228632,259161,260716
2025-04-01,4,Revenue,Support & Maintenance,Germany,Services,118449,133283,133060
2025-04-01,5,COGS,Direct Materials,Germany,Services,-185683,-203966,-207033
2025-04-01,6,COGS,Direct Labor,Germany,Services,-169517,-188277,-188170
2025-04-01,7,COGS,Cloud & Hosting,Germany,Services,-85593,-94138,-91238
2025-04-01,8,COGS,Support Delivery,Germany,Services,-62271,-70604,-71157
2025-04-01,9,Operating Expenses,Sales,Germany,Services,-124716,-141207,-137919
2025-04-01,10,Operating Expenses,Marketing,Germany,Services,-105404,-117673,-116975
2025-04-01,11,Operating Expenses,Research & Development,Germany,Services,-159651,-172587,-168973
2025-04-01,12,Operating Expenses,General & Administrative,Germany,Services,-91580,-101983,-99597
2025-04-01,13,Operating Expenses,IT & Systems,Germany,Services,-48839,-54914,-52522
2025-04-01,14,Operating Expenses,Facilities & Rent,Germany,Services,-42664,-47069,-47456
2025-04-01,15,Operating Expenses,Depreciation & Amort.,Germany,Services,-38675,-43147,-42243
2025-04-01,16,Other,Interest Income,Germany,Services,8610,9414,9020
2025-04-01,17,Other,Interest Expense,Germany,Services,-19894,-21966,-22152
2025-04-01,18,Other,FX Gain/(Loss),Germany,Services,-10906,-11767,-11123
2025-04-01,19,Other,Other Income/(Expense),Germany,Services,14100,15690,14946
2025-04-01,20,Other,Income Tax,Germany,Services,-65584,-70604,-71088
2025-04-01,1,Revenue,Product Revenue,Germany,Hardware,741070,789823,777499
2025-04-01,2,Revenue,Subscription Revenue,Germany,Hardware,538876,592367,603287
2025-04-01,3,Revenue,Service Revenue,Germany,Hardware,316755,345547,340575
2025-04-01,4,Revenue,Support & Maintenance,Germany,Hardware,164753,177710,174707
2025-04-01,5,COGS,Direct Materials,Germany,Hardware,-248377,-271955,-274042
2025-04-01,6,COGS,Direct Labor,Germany,Hardware,-223301,-251036,-239018
2025-04-01,7,COGS,Cloud & Hosting,Germany,Hardware,-111557,-125518,-123965
2025-04-01,8,COGS,Support Delivery,Germany,Hardware,-87770,-94138,-88760
2025-04-01,9,Operating Expenses,Sales,Germany,Hardware,-170837,-188277,-185463
2025-04-01,10,Operating Expenses,Marketing,Germany,Hardware,-149386,-156897,-158131
2025-04-01,11,Operating Expenses,Research & Development,Germany,Hardware,-206449,-230116,-231074
2025-04-01,12,Operating Expenses,General & Administrative,Germany,Hardware,-122897,-135978,-131287
2025-04-01,13,Operating Expenses,IT & Systems,Germany,Hardware,-66237,-73219,-69041
2025-04-01,14,Operating Expenses,Facilities & Rent,Germany,Hardware,-55821,-62759,-61866
2025-04-01,15,Operating Expenses,Depreciation & Amort.,Germany,Hardware,-51666,-57529,-54985
2025-04-01,16,Other,Interest Income,Germany,Hardware,11749,12552,12160
2025-04-01,17,Other,Interest Expense,Germany,Hardware,-27344,-29287,-28373
2025-04-01,18,Other,FX Gain/(Loss),Germany,Hardware,13870,15690,14985
2025-04-01,19,Other,Other Income/(Expense),Germany,Hardware,-19736,-20920,-19793
2025-04-01,20,Other,Income Tax,Germany,Hardware,-83985,-94138,-92489
2025-04-01,1,Revenue,Product Revenue,United Kingdom,Software,704331,740459,751078
2025-04-01,2,Revenue,Subscription Revenue,United Kingdom,Software,523310,555344,549560
2025-04-01,3,Revenue,Service Revenue,United Kingdom,Software,300151,323951,314505
2025-04-01,4,Revenue,Support & Maintenance,United Kingdom,Software,147956,166603,160523
2025-04-01,5,COGS,Direct Materials,United Kingdom,Software,-240454,-254958,-249804
